,Recency,Frequency,AOV,PredictedLTV,Segment
2570,83,3,126.45,394.6964,Mid-Low
2571,50,1,181.09,184.60239,Low
2572,71,1,168.31,177.51532,Low
2573,147,2,223.435,468.82504,Mid-Low
2574,217,1,524.52,518.602,Mid-Low
2575,243,2,131.775,272.38275,Low
2576,140,1,179.17,183.2977,Low
2577,184,2,111.025,220.92339,Low
2578,217,4,250.7475,1015.8617,Mid-High
2579,359,1,56.25,55.96367,Low
2580,14,1,351.11,348.93527,Mid-Low
2581,7,3,121.29333333333334,387.97314,Mid-Low
2582,16,6,732.86,4316.4897,High
2583,10,7,223.9557142857143,1606.1228,High
2584,167,2,264.76,519.54816,Mid-Low
2585,164,1,191.94,192.05011,Low
2586,5,7,156.97571428571428,1006.8845,Mid-High
2587,168,2,132.31,272.38275,Low
2588,6,8,191.01125,1515.2155,Mid-High
2589,238,1,123.1,121.28946,Low
2590,181,2,167.115,324.09402,Mid-Low
2591,10,2,319.945,633.4474,Mid-Low
2592,144,4,41.875,186.19852,Low
2593,163,1,336.03000000000003,338.17435,Mid-Low
2594,363,1,369.5,368.43304,Mid-Low
2595,363,1,127.08,121.28946,Low
2596,184,1,207.15,203.43822,Low
2597,57,1,426.63,430.92706,Mid-Low
2598,78,7,313.6642857142857,2221.647,High
2599,11,3,369.15333333333336,1113.6123,Mid-High
2600,229,2,208.43,430.3706,Mid-Low
2601,54,1,145.35,151.91034,Low
2602,102,5,80.916,371.19092,Mid-Low
2603,80,15,407.6673333333334,6153.3823,High
2604,301,1,35.8,38.934658,Low
2605,124,1,337.44,338.17435,Mid-Low
2606,267,1,325.1,327.7069,Mid-Low
2607,355,1,181.0,183.2977,Low
2608,73,1,1708.24,1711.9264,High
2609,34,1,644.24,645.0917,Mid-Low
2610,7,2,182.36,359.1204,Mid-Low
2611,22,4,441.3775,1728.7314,High
2612,276,1,375.16999999999996,380.0038,Mid-Low
2613,24,4,201.6425,817.7317,Mid-High
2614,5,8,207.42249999999999,1661.9851,High
2615,14,14,315.44714285714286,4392.7915,High
2616,22,1,428.89,426.97324,Mid-Low
2617,64,1,104.35,103.83214,Low
2618,10,2,235.38,484.7184,Mid-Low
2619,7,4,211.41,836.23816,Mid-High
2620,13,2,209.415,429.34244,Mid-Low
2621,40,2,265.55,520.1046,Mid-Low
2622,294,1,314.1,316.99158,Mid-Low
2623,8,12,349.9875,4120.7285,High
2624,357,1,307.82000000000005,307.10635,Mid-Low
2625,29,7,491.7357142857143,3485.8496,High
2626,74,1,371.01,369.11816,Mid-Low
2627,155,2,215.47,439.94128,Mid-Low
2628,7,2,527.365,1060.4672,Mid-High
2629,67,1,1098.78,1131.3046,Mid-High
2630,79,3,799.62,2454.8662,High
2631,15,8,426.06,3273.7944,High
2632,12,4,368.755,1465.6147,Mid-High
2633,61,8,261.495,2050.328,High
2634,113,2,571.21,1149.3483,Mid-High
2635,20,1,168.12,174.56306,Low
2636,2,7,207.32571428571427,1501.5552,Mid-High
2637,9,1,158.03,158.43307,Low
2638,34,2,396.055,776.24384,Mid-High
2639,7,5,512.426,2607.0632,High
2640,45,1,427.07,430.92706,Mid-Low
2641,78,6,176.78,1042.1505,Mid-High
2642,27,5,617.9939999999999,3173.1846,High
2643,20,5,547.074,2810.2205,High
2644,2,4,153.8475,577.0418,Mid-Low
2645,201,1,101.4,102.15791,Low
2646,38,4,425.485,1656.4877,High
2647,14,3,159.59333333333333,478.37808,Mid-Low
2648,12,4,248.1775,1005.1381,Mid-High
2649,236,3,135.83333333333334,420.01584,Mid-Low
2650,20,15,197.91933333333333,2969.949,High
2651,25,3,471.7633333333333,1426.88,Mid-High
2652,9,45,766.3751111111111,34500.67,High
2653,28,3,220.79333333333332,677.55634,Mid-High
2654,17,2,251.14499999999998,494.49014,Mid-Low
2655,5,7,195.45142857142858,1337.5133,Mid-High
2656,37,1,211.88,204.63924,Low
2657,29,2,204.45000000000002,408.5568,Mid-Low
2658,37,9,420.6933333333334,3777.0664,High
2659,7,3,283.67,817.0916,Mid-High
2660,250,1,628.28,615.2677,Mid-Low
2661,36,3,239.93666666666664,716.9158,Mid-High
2662,2,1,251.24,249.01984,Low
2663,20,1,439.65999999999997,426.45676,Mid-Low
2664,33,1,236.09,235.72755,Low
2665,82,6,155.77,896.08844,Mid-High
2666,29,63,1286.1085714285714,117862.24,High
2667,300,1,331.24,331.7072,Mid-Low
2668,82,2,274.47,564.32367,Mid-Low
2669,23,19,441.81736842105266,7995.0366,High
2670,186,3,145.9,463.99362,Mid-Low
2671,77,2,379.46,766.59705,Mid-High
2672,260,3,285.00666666666666,873.8557,Mid-High
2673,167,2,196.665,397.0457,Mid-Low
2674,55,3,437.84999999999997,1329.5004,Mid-High
2675,21,3,1055.4666666666667,3221.0298,High
2676,12,5,239.454,1225.5419,Mid-High
2677,28,4,193.4975,809.31604,Mid-High
2678,110,4,335.175,1374.8241,Mid-High
2679,363,2,128.22,256.2469,Low
2680,30,3,370.59666666666664,1106.4396,Mid-High
2681,164,1,137.9,137.42538,Low
2682,44,1,362.06,358.6867,Mid-Low
2683,23,2,755.975,1548.1235,Mid-High
2684,135,1,783.9,784.9652,Mid-High
2685,211,1,134.8,137.42538,Low
2686,35,1,664.85,660.167,Mid-High
2687,6,7,323.30285714285714,2282.5051,High
2688,56,6,243.31000000000003,1427.5392,Mid-High
2689,124,3,259.38,743.8074,Mid-High
2690,250,1,335.32,338.17435,Mid-Low
2691,355,1,372.09,372.32452,Mid-Low
2692,7,5,304.37399999999997,1523.5214,Mid-High
2693,12,2,426.075,854.3389,Mid-High
2694,35,1,326.24,328.26334,Mid-Low
2695,278,1,584.3199999999999,602.1385,Mid-Low
2696,287,1,122.39999999999999,121.28946,Low
2697,12,9,230.41666666666666,2065.8562,High
2698,274,1,79.2,73.616425,Low
2699,7,3,450.6666666666667,1381.1348,Mid-High
2700,72,2,108.58,217.5436,Low
2701,46,5,561.38,2802.9707,High
2702,91,2,658.81,1310.7869,Mid-High
2703,289,1,436.18,431.79196,Mid-Low
2704,13,5,196.302,990.8646,Mid-High
2705,49,5,224.27800000000002,1126.0151,Mid-High
2706,145,2,157.53,310.5923,Mid-Low
2707,105,3,272.62,808.64575,Mid-High
2708,97,1,17.0,13.271246,Low
2709,2,4,269.5575,1123.4706,Mid-High
2710,254,1,320.62,322.68124,Mid-Low
2711,230,1,185.04999999999998,187.0205,Low
2712,78,7,286.5185714285714,2045.7223,High
2713,40,3,243.96666666666667,728.1564,Mid-High
2714,61,1,1290.7,1291.3147,Mid-High
2715,32,3,614.0466666666667,1807.286,High
2716,70,5,282.62800000000004,1391.4572,Mid-High
2717,52,1,302.36,304.77496,Low
2718,239,1,336.96,338.17435,Mid-Low
2719,56,1,108.38,106.92006,Low
2720,8,7,457.7371428571429,3150.9773,High
2721,75,1,842.5,817.3173,Mid-High
2722,209,2,305.94,606.8939,Mid-Low
2723,35,3,445.82666666666665,1354.5455,Mid-High
2724,133,4,48.934999999999995,201.94202,Low
2725,173,1,161.38,160.5327,Low
2726,161,1,135.75000000000003,137.42538,Low
2727,31,7,216.99428571428572,1517.9957,Mid-High
2728,202,1,612.78,626.4542,Mid-Low
2729,180,1,232.21,225.53603,Low
2730,63,1,309.48,308.87982,Mid-Low
2731,49,4,327.285,1303.9371,Mid-High
2732,47,2,433.555,877.2105,Mid-High
2733,63,4,171.10500000000002,687.3122,Mid-High
2734,42,1,307.78,307.66278,Mid-Low
2735,307,1,249.0,246.3105,Low
2736,357,1,289.35,292.49127,Low
2737,19,4,1571.9425,6294.2915,High
2738,29,1,656.25,631.5286,Mid-Low
2739,8,5,376.044,1908.464,High
2740,42,6,584.4233333333333,3382.6052,High
2741,7,30,455.064,13662.511,High
2742,12,2,309.045,616.34143,Mid-Low
2743,253,1,517.55,523.4089,Mid-Low
2744,50,3,236.46,710.2102,Mid-High
2745,9,3,211.8033333333333,633.5159,Mid-Low
2746,56,2,362.59,734.12494,Mid-High
2747,78,1,620.4,627.98883,Mid-Low
2748,240,1,535.34,538.34454,Mid-Low
2749,98,5,389.872,1933.7433,High
2750,237,1,175.2,180.56056,Low
2751,30,10,343.21,3397.669,High
2752,147,3,244.71,727.5999,Mid-High
2753,124,1,375.0,379.24564,Mid-Low
2754,286,1,76.32000000000001,71.521126,Low
2755,132,1,163.68,160.5327,Low
2756,33,5,410.604,2054.5269,High
2757,259,1,1829.04,1824.8591,High
2758,40,5,364.846,1837.2698,High
2759,14,8,350.80375000000004,2809.727,High
2760,6,3,218.89666666666668,644.36816,Mid-Low
2761,272,1,348.2,339.25656,Mid-Low
2762,55,2,512.72,1010.6413,Mid-High
2763,5,18,292.05833333333334,5319.5977,High
2764,242,1,37.4,39.43236,Low
2765,222,2,428.3,870.00525,Mid-High
2766,7,3,274.16,809.05945,Mid-High
2767,1,27,140.28148148148148,3750.112,High
2768,19,3,494.65000000000003,1482.5962,Mid-High
2769,41,6,314.175,1927.282,High
2770,49,1,73.2,71.05849,Low
2771,85,5,228.042,1132.5957,Mid-High
2772,6,6,236.38666666666666,1446.3633,Mid-High
2773,116,3,336.5166666666667,1017.1572,Mid-High
2774,84,4,259.3975,1036.9194,Mid-High
2775,40,1,331.95,332.26364,Mid-Low
2776,128,1,197.9,195.34416,Low
2777,51,1,215.83,211.0934,Low
2778,90,8,1281.7725,10288.857,High
2779,63,1,305.54,304.77496,Low
2780,62,4,1654.4125,6651.9634,High
2781,57,1,338.71000000000004,338.73077,Mid-Low
2782,54,6,193.13166666666666,1169.9028,Mid-High
2783,7,2,264.705,519.96185,Mid-Low
2784,13,12,333.9116666666667,3965.0337,High
2785,22,15,460.7626666666667,6931.77,High
2786,35,4,245.465,1002.84656,Mid-High
2787,6,2,107.74,215.77177,Low
2788,30,1,215.08,211.0934,Low
2789,2,12,411.32166666666666,5177.1543,High
2790,227,1,314.45,316.99158,Mid-Low
2791,65,1,400.68100000000004,428.97455,Mid-Low
2792,154,1,550.57,553.4529,Mid-Low
2793,11,3,451.3566666666666,1381.5251,Mid-High
2794,351,1,365.27,359.2125,Mid-Low
2795,49,4,148.225,583.7783,Mid-Low
2796,13,1,405.71,405.74435,Mid-Low
2797,21,4,190.345,754.1169,Mid-High
2798,45,4,134.26500000000001,533.96893,Mid-Low
2799,15,1,394.38,403.04065,Mid-Low
2800,35,2,332.13,657.0532,Mid-Low
2801,79,5,452.524,2248.3245,High
2802,5,16,1043.6525,16828.275,High
2803,79,1,547.02,554.42993,Mid-Low
2804,9,2,345.17,692.2018,Mid-High
2805,69,1,159.0,161.02321,Low
2806,161,3,354.25,1061.5514,Mid-High
2807,71,1,242.35,242.4331,Low
2808,257,1,914.9300000000001,919.0458,Mid-High
2809,225,2,152.125,305.62833,Mid-Low
2810,20,7,440.6685714285714,3069.101,High
2811,27,3,288.2866666666667,880.4415,Mid-High
2812,308,1,846.72,856.4646,Mid-High
2813,47,4,323.825,1290.5406,Mid-High
2814,35,5,219.26399999999998,1108.9739,Mid-High
2815,193,3,85.04,251.44902,Low
2816,215,1,314.22,316.99158,Mid-Low
2817,77,2,505.3,1005.2104,Mid-High
2818,180,2,271.015,563.6385,Mid-Low
2819,34,4,247.72,1002.84656,Mid-High
2820,61,3,178.89333333333335,544.4715,Mid-Low
2821,31,5,173.462,858.26776,Mid-High
2822,68,1,432.2,432.3484,Mid-Low
2823,47,2,207.1,430.92703,Mid-Low
2824,14,2,1859.4,3724.8901,High
2825,22,12,166.53916666666666,1996.8466,High
2826,8,6,509.05,3077.92,High
2827,24,2,204.55,411.1141,Mid-Low
2828,202,2,761.375,1497.6727,Mid-High
2829,14,3,471.22,1421.9043,Mid-High
2830,160,1,114.56,109.79598,Low
2831,52,1,152.94,156.21573,Low
2832,43,5,360.014,1819.8016,High
2833,251,2,194.72,394.59128,Mid-Low
2834,57,2,1841.93,3790.6016,High
2835,7,8,327.48875,2658.5107,High
2836,257,1,752.4300000000001,768.9047,Mid-High
2837,167,1,46.95,49.565735,Low
2838,35,5,1040.702,5244.956,High
2839,41,1,1035.45,1002.8108,Mid-High
2840,7,4,186.7075,753.7043,Mid-High
2841,33,8,582.1375,4662.049,High
2842,64,7,123.12714285714286,828.2871,Mid-High
2843,61,2,333.825,657.0532,Mid-Low
2844,343,1,1141.24,1142.5664,Mid-High
2845,6,4,353.56,1404.243,Mid-High
2846,107,1,411.7,416.2938,Mid-Low
2847,363,1,357.95,354.6156,Mid-Low
2848,187,1,559.87,551.15857,Mid-Low
2849,167,1,810.6000000000001,803.72375,Mid-High
2850,90,1,566.38,567.00726,Mid-Low
2851,11,3,503.1933333333333,1495.8947,Mid-High
2852,62,1,2062.06,2031.2615,High
2853,330,1,168.3,177.02481,Low
2854,58,4,332.535,1303.9371,Mid-High
2855,21,2,411.985,757.93475,Mid-High
2856,160,1,142.5,139.51137,Low
2857,112,1,302.25,302.15213,Low
2858,12,10,224.89900000000003,2264.1958,High
2859,14,3,341.99666666666667,1018.6136,Mid-High
2860,259,1,301.9,302.15213,Low
2861,13,3,199.4,594.68695,Mid-Low
2862,117,1,233.22,225.53603,Low
2863,16,3,1786.8766666666668,5358.0205,High
2864,129,1,361.21999999999997,358.13028,Mid-Low
2865,204,6,105.37833333333333,629.15497,Mid-Low
2866,28,4,640.0,2624.3777,High
2867,96,2,353.285,725.4332,Mid-High
2868,8,2,308.13,619.37744,Mid-Low
2869,40,1,167.62,177.51532,Low
2870,321,1,226.37,223.55463,Low
2871,54,8,367.36375,2979.0686,High
2872,110,3,447.2166666666667,1353.9891,Mid-High
2873,25,1,328.15,332.8026,Mid-Low
2874,208,1,404.40000000000003,430.01706,Mid-Low
2875,162,2,519.23,1032.1089,Mid-High
2876,62,5,74.73,373.05615,Mid-Low
2877,26,1,213.07999999999998,209.26823,Low
2878,186,1,207.50000000000003,203.43822,Low
2879,118,3,142.89333333333335,420.01584,Mid-Low
2880,37,3,198.08,593.06335,Mid-Low
2881,6,13,217.49384615384616,2890.0486,High
2882,4,6,640.7033333333333,3755.2607,High
2883,8,3,83.97,254.09671,Low
2884,18,7,227.6,1601.5856,Mid-High
2885,26,20,1253.98,25078.205,High
2886,27,1,151.05,156.54126,Low
2887,147,1,214.79999999999998,210.53699,Low
2888,274,1,109.95,107.22698,Low
2889,97,1,549.07,553.7655,Mid-Low
2890,15,4,492.9675,1947.268,High
2891,65,4,80.6025,338.86063,Mid-Low
2892,6,2,185.23999999999998,361.07126,Mid-Low
2893,148,1,101.10000000000001,102.15791,Low
2894,34,1,575.41,586.2354,Mid-Low
2895,1,2,443.825,876.05634,Mid-High
2896,22,7,209.92142857142858,1507.9418,Mid-High
2897,281,1,53.5,55.96367,Low
2898,11,4,279.1175,1132.5106,Mid-High
2899,323,1,153.9,155.72522,Low
2900,8,2,247.22,496.38324,Mid-Low
2901,8,21,289.6052380952381,6110.0244,High
2902,53,2,197.9,397.53622,Mid-Low
2903,188,3,70.59,231.00441,Low
2904,23,3,219.62666666666667,669.69635,Mid-High
2905,54,3,531.4466666666667,1568.0323,Mid-High
2906,55,8,205.02375,1648.7109,High
2907,10,5,549.638,2848.642,High
2908,15,3,260.3966666666667,755.04205,Mid-High
2909,22,5,146.954,727.1053,Mid-High
2910,43,1,109.36000000000001,107.7175,Low
2911,2,2,353.52,723.2188,Mid-High
2912,8,9,171.1577777777778,1530.8159,Mid-High
2913,9,1,327.3,325.0783,Mid-Low
2914,27,2,402.245,795.3114,Mid-High
2915,18,1,302.48,301.82272,Low
2916,8,3,517.8866666666667,1523.4835,Mid-High
2917,72,4,330.14,1314.603,Mid-High
2918,23,2,183.965,361.8205,Mid-Low
2919,56,2,236.51500000000001,486.30304,Mid-Low
2920,7,1,874.25,876.0125,Mid-High
2921,257,1,676.2,663.7938,Mid-High
2922,237,3,120.98333333333333,387.6254,Mid-Low
2923,8,3,585.2533333333333,1770.8943,High
2924,51,1,1780.59,1732.8735,High
2925,65,2,334.18,657.0532,Mid-Low
2926,80,2,292.25,592.54224,Mid-Low
2927,50,3,185.29666666666665,549.24023,Mid-Low
2928,19,2,158.6,308.13058,Mid-Low
2929,313,1,94.36,99.45371,Low
2930,43,4,345.5175,1372.833,Mid-High
2931,260,1,221.19,219.82018,Low
2932,1,12,228.29250000000002,2786.5723,High
2933,47,5,311.068,1534.7589,Mid-High
2934,51,5,297.38,1492.883,Mid-High
2935,144,2,852.9,1713.8762,High
2936,9,2,204.285,405.96674,Mid-Low
2937,85,1,303.93,304.90366,Low
2938,4,11,344.14363636363635,3753.0378,High
2939,255,2,149.8,305.62833,Mid-Low
2940,302,1,177.5,181.28273,Low
2941,60,1,443.05,433.2486,Mid-Low
2942,292,2,83.625,163.74745,Low
2943,9,1,163.07,158.43307,Low
2944,3,10,212.69299999999998,2124.1677,High
2945,26,5,405.776,2031.5608,High
2946,9,2,107.325,211.37361,Low
2947,44,1,151.83,153.98395,Low
2948,47,1,262.2,258.23984,Low
2949,12,2,63.125,130.04292,Low
2950,34,1,210.35,204.63924,Low
2951,17,3,350.4666666666667,1033.2026,Mid-High
2952,35,3,225.09,676.9627,Mid-High
2953,103,6,162.03833333333333,999.69727,Mid-High
2954,7,51,680.086274509804,34695.47,High
2955,15,1,346.12,339.28894,Mid-Low
2956,181,1,133.56,137.42538,Low
2957,292,1,302.7,304.21854,Low
2958,11,7,193.37857142857143,1357.9739,Mid-High
2959,253,2,120.53,249.73874,Low
2960,96,1,284.55,286.57962,Low
2961,47,1,300.85,302.70856,Low
2962,203,3,214.26999999999998,642.0036,Mid-Low
2963,54,1,287.4,293.0477,Low
2964,18,1,184.26,184.55875,Low
2965,19,7,217.46428571428572,1518.7634,Mid-High
2966,17,4,162.135,668.14496,Mid-High
2967,19,4,666.3100000000001,2700.9226,High
2968,57,2,190.6,375.64026,Mid-Low
2969,218,2,218.515,439.94128,Mid-Low
2970,36,4,163.6675,675.24133,Mid-High
2971,24,1,230.51,228.64975,Low
2972,196,1,2.9,10.7785635,Low
2973,126,1,259.01,251.89325,Low
2974,188,1,188.89000000000001,191.00673,Low
2975,188,2,353.845,725.1206,Mid-High
2976,140,1,311.92,309.06268,Mid-Low
2977,78,1,266.97,265.36084,Low
2978,35,2,3.45,20.351301,Low
2979,54,7,263.0257142857143,1868.424,High
2980,89,5,431.674,2179.6973,High
2981,208,1,208.36,203.43822,Low
2982,5,17,194.54352941176472,3290.0889,High
2983,18,3,271.5733333333333,806.25,Mid-High
2984,168,1,151.42,153.49344,Low
2985,64,3,45.333333333333336,129.33492,Low
2986,11,4,355.6,1406.5345,Mid-High
2987,10,3,438.2266666666667,1323.0333,Mid-High
2988,24,7,229.06571428571428,1603.3362,Mid-High
2989,64,1,74.9,72.01164,Low
2990,14,4,162.6075,669.5126,Mid-High
2991,42,4,190.5975,760.87823,Mid-High
2992,265,1,223.95000000000002,219.82018,Low
2993,155,3,105.37,299.62384,Low
2994,7,6,291.7316666666667,1760.1127,High
2995,78,4,136.075,540.54944,Mid-Low
2996,54,7,356.3514285714286,2445.3142,High
2997,15,3,110.33333333333333,336.1259,Mid-Low
2998,66,1,769.29,769.1225,Mid-High
2999,6,1,220.62,222.18462,Low
3000,182,1,139.35,137.42538,Low
3001,164,2,202.15,407.5312,Mid-Low
3002,67,1,363.65,358.6867,Mid-Low
3003,23,3,166.26666666666668,495.0623,Mid-Low
3004,37,1,731.5,769.8026,Mid-High
3005,70,4,337.9075,1375.3805,Mid-High
3006,287,1,826.53,803.72375,Mid-High
3007,266,2,123.255,249.73874,Low
3008,198,2,592.52,1192.8582,Mid-High
3009,40,6,494.2816666666667,2976.6667,High
3010,151,2,50.485,98.90288,Low
3011,350,2,182.725,358.77264,Mid-Low
3012,6,5,69.624,367.353,Mid-Low
3013,97,4,357.9825,1428.9341,Mid-High
3014,15,1,484.38,486.29144,Mid-Low
3015,22,1,777.6,799.6821,Mid-High
3016,10,2,45.150000000000006,94.60795,Low
3017,287,1,363.7,359.2125,Mid-Low
3018,362,1,248.1,246.3105,Low
3019,12,3,316.75333333333333,941.42834,Mid-High
3020,9,2,331.39500000000004,651.8863,Mid-Low
3021,42,5,325.42600000000004,1627.107,High
3022,20,1,101.69999999999999,99.696175,Low
3023,267,1,162.7,160.5327,Low
3024,51,2,242.16,493.0086,Mid-Low
3025,15,2,107.53999999999999,214.55492,Low
3026,176,3,348.8566666666666,1040.1838,Mid-High
3027,5,19,450.6763157894737,8552.936,High
3028,7,25,508.2292,12788.275,High
3029,162,1,290.36,292.49127,Low
3030,71,1,228.06,224.11104,Low
3031,180,1,455.25,455.24072,Mid-Low
3032,12,7,177.79857142857142,1211.316,Mid-High
3033,8,3,2249.6,6802.667,High
3034,9,3,365.18666666666667,1082.7102,Mid-High
3035,100,1,548.97,553.7655,Mid-Low
3036,210,3,351.2033333333333,1037.0248,Mid-High
3037,44,1,119.62,121.779976,Low
3038,155,1,339.3,338.17435,Mid-Low
3039,281,2,393.575,778.1866,Mid-High
3040,8,8,342.02,2752.835,High
3041,99,5,459.794,2275.7415,High
3042,86,3,307.37333333333333,914.72845,Mid-High
3043,233,2,189.865,375.14972,Mid-Low
3044,153,12,476.65166666666664,5710.6562,High
3045,32,3,279.03333333333336,817.2344,Mid-High
3046,25,2,142.945,281.413,Low
3047,57,7,473.3985714285714,3407.0144,High
3048,14,2,140.925,275.18512,Low
3049,12,19,407.34315789473686,7912.845,High
3050,17,2,420.705,863.7699,Mid-High
3051,50,1,264.96,265.23215,Low
3052,44,1,1077.74,1123.2214,Mid-High
3053,354,1,173.7,180.56056,Low
3054,5,5,122.93199999999999,599.375,Mid-Low
3055,184,2,432.8,876.65405,Mid-High
3056,5,10,373.84000000000003,3776.7961,High
3057,17,3,473.8966666666667,1417.366,Mid-High
3058,117,3,336.53333333333336,1017.1572,Mid-High
3059,75,2,331.805,657.18195,Mid-High
3060,61,1,451.44,455.03708,Mid-Low
3061,173,1,105.84,103.34162,Low
3062,103,1,313.62,316.99158,Mid-Low
3063,364,1,233.45,225.53603,Low
3064,70,2,468.04,949.3149,Mid-High
3065,239,1,463.95,462.71683,Mid-Low
3066,222,1,225.15,222.09343,Low
3067,61,3,153.08,464.48416,Mid-Low
3068,59,1,213.5,206.71092,Low
3069,2,15,213.03466666666665,3266.7502,High
3070,41,3,110.00999999999999,335.5347,Mid-Low
3071,65,1,181.09,184.60239,Low
3072,51,1,360.16,357.16293,Mid-Low
3073,6,2,125.075,252.03726,Low
3074,276,1,145.04999999999998,151.41983,Low
3075,7,5,114.64000000000001,578.14417,Mid-Low
3076,31,1,244.79999999999998,246.86691,Low
3077,26,1,528.08,520.6261,Mid-Low
3078,65,2,241.235,493.0086,Mid-Low
3079,8,14,239.12214285714285,3377.3545,High
3080,5,7,784.78,5466.043,High
3081,209,1,75.66,71.521126,Low
3082,176,1,129.49,121.28946,Low
3083,23,4,296.915,1208.9409,Mid-High
3084,60,1,618.59,627.3521,Mid-Low
3085,173,1,506.19,499.29657,Mid-Low
3086,5,2,250.21,499.25046,Mid-Low
3087,226,1,151.85,153.49344,Low
3088,21,5,529.518,2654.2983,High
3089,254,1,226.21,223.55463,Low
3090,251,1,95.75999999999999,99.45371,Low
3091,42,4,203.37,815.0384,Mid-High
3092,236,1,129.45,121.28946,Low
3093,71,2,405.28499999999997,758.9445,Mid-High
3094,265,1,333.08,331.7072,Mid-Low
3095,12,15,259.2593333333333,3862.1782,High
3096,69,1,322.8,323.23767,Mid-Low
3097,20,5,437.61,2187.2998,High
3098,64,2,208.865,430.92703,Mid-Low
3099,7,6,480.51666666666665,2932.7615,High
3100,213,2,108.95,217.05309,Low
3101,22,4,288.6175,1194.8733,Mid-High
3102,13,10,168.072,1652.787,High
3103,21,3,419.17,1239.1085,Mid-High
3104,96,1,231.10000000000002,225.84862,Low
3105,198,1,307.73,307.10635,Mid-Low
3106,236,1,487.51,488.37302,Mid-Low
3107,168,2,416.89,791.644,Mid-High
3108,160,2,107.03,212.78226,Low
3109,33,1,290.65999999999997,293.0477,Low
3110,62,1,518.42,524.4889,Mid-Low
3111,49,7,967.71,6682.6865,High
3112,6,2,606.33,1152.408,Mid-High
3113,131,4,150.3175,583.2878,Mid-Low
3114,8,6,632.42,3790.44,High
3115,12,15,575.0533333333333,8548.689,High
3116,14,3,234.78333333333333,708.6256,Mid-High
3117,358,1,123.24,121.28946,Low
3118,179,1,39.12,39.43236,Low
3119,6,4,316.91249999999997,1272.8866,Mid-High
3120,352,1,135.39999999999998,137.42538,Low
3121,9,1,118.98,119.18988,Low
3122,58,2,285.065,573.7458,Mid-Low
3123,5,6,51.12,292.48648,Low
3124,14,3,458.29,1391.2379,Mid-High
3125,7,11,372.3545454545455,4084.7693,High
3126,18,3,564.09,1687.9724,High
3127,26,19,413.9442105263158,7874.56,High
3128,45,2,159.805,315.5143,Mid-Low
3129,24,4,398.03000000000003,1607.8145,High
3130,2,10,247.75,2474.634,High
3131,356,1,129.75,121.28946,Low
3132,33,1,183.7,186.62288,Low
3133,63,6,295.0566666666667,1769.1257,High
3134,47,4,229.285,897.1709,Mid-High
3135,1,27,2268.577037037037,61300.03,High
3136,51,2,162.12,315.5143,Mid-Low
3137,37,7,437.54714285714283,3054.635,High
3138,33,2,415.76,792.20044,Mid-High
3139,66,2,211.29999999999998,434.04355,Mid-Low
3140,62,2,112.78999999999999,223.34822,Low
3141,246,2,638.0,1294.6951,Mid-High
3142,59,2,241.005,493.0086,Mid-Low
3143,125,4,164.47500000000002,674.7508,Mid-High
3144,231,1,112.75,107.877205,Low
3145,217,2,999.0,1972.9589,High
3146,20,12,399.395,4767.2456,High
3147,35,12,408.32166666666666,4956.0107,High
3148,2,19,725.4984210526317,13763.853,High
3149,27,3,177.11666666666667,507.6754,Mid-Low
3150,36,1,656.63,660.9362,Mid-High
3151,75,5,605.9739999999999,3200.8306,High
3152,9,10,248.304,2459.599,High
3153,17,4,338.8575,1361.8267,Mid-High
3154,8,10,339.58299999999997,3370.6704,High
3155,9,15,461.54200000000003,6937.845,High
3156,209,3,387.1766666666667,1152.4995,Mid-High
3157,68,1,301.71999999999997,302.70856,Low
3158,257,2,450.6,920.0264,Mid-High
3159,14,6,643.0633333333334,3747.8145,High
3160,359,1,623.75,626.1992,Mid-Low
3161,5,7,255.77428571428572,1850.428,High
3162,16,1,155.24,159.29042,Low
3163,252,1,292.47,295.75082,Low
3164,7,13,363.90846153846155,4809.832,High
3165,81,2,294.575,592.54224,Mid-Low
3166,292,7,111.57428571428571,791.0889,Mid-High
3167,16,5,276.404,1362.2172,Mid-High
3168,354,1,272.82,276.71616,Low
3169,36,4,263.6675,1065.9396,Mid-High
3170,28,21,344.7580952380952,7248.5986,High
3171,42,3,247.70333333333335,728.1564,Mid-High
3172,22,1,603.75,608.8493,Mid-Low
3173,42,3,216.83666666666667,642.56006,Mid-Low
3174,69,5,460.11199999999997,2273.6465,High
3175,43,1,417.59999999999997,417.72122,Mid-Low
3176,288,1,3.75,14.534988,Low
3177,167,1,323.0,326.54224,Mid-Low
3178,37,1,464.9,463.27325,Mid-Low
3179,19,7,319.7271428571429,2248.7268,High
3180,1,7,186.3942857142857,1251.9537,Mid-High
3181,77,17,423.1941176470588,7198.5244,High
3182,1,17,367.5141176470588,6248.1973,High
3183,28,2,418.03,802.9955,Mid-High
3184,8,5,303.18,1522.6051,Mid-High
3185,35,5,124.78599999999999,645.0609,Mid-Low
3186,21,1,1764.72,1766.7517,High
3187,363,1,207.5,203.43822,Low
3188,48,1,223.92000000000002,220.37659,Low
3189,362,1,2002.4,1995.6019,High
3190,104,3,498.9433333333333,1489.5946,Mid-High
3191,205,1,239.4,241.8767,Low
3192,309,1,106.83000000000001,103.83549,Low
3193,55,1,369.34000000000003,368.98947,Mid-Low
3194,21,2,209.425,428.30988,Mid-Low
3195,87,1,316.62,315.9222,Mid-Low
